;journée;domicile;extérieur;temps;minutes;secondes;intervalle de temps;période;action;joueur;équipe;numéro joueur;score USDH;score adversaire;différence de buts;situation au score;nbr joueurs de champs USDH;nbr joueurs de champs adversaire;situation numérique
360;J4;La Ferté;USDH;5.85;5;51;(5.0, 10.0];1;tir;alexandre COMMEYRAS;USDH;99.0;3;2;1;USDH mène;6;6;0
361;J4;La Ferté;USDH;6.016666666666667;6;1;(5.0, 10.0];1;arrêt;hugo GUEVELOU;La Ferté;14.0;3;2;1;USDH mène;6;6;0
362;J4;La Ferté;USDH;6.85;6;51;(5.0, 10.0];1;but;francois CHAUDUN;La Ferté;4.0;3;3;0;égalité;6;6;0
363;J4;La Ferté;USDH;7.1;7;6;(5.0, 10.0];1;but;remi GUILLON;USDH;93.0;4;3;1;USDH mène;6;6;0
364;J4;La Ferté;USDH;7.55;7;33;(5.0, 10.0];1;but;arnaud GAY;La Ferté;6.0;4;4;0;égalité;6;6;0
365;J4;La Ferté;USDH;7.85;7;51;(5.0, 10.0];1;but;benoit CROISEAU;La Ferté;9.0;4;5;-1;adversaire mène;6;6;0
366;J4;La Ferté;USDH;8.7;8;42;(5.0, 10.0];1;but 7m;vivien HENNETIER;USDH;33.0;5;5;0;égalité;6;6;0
367;J4;La Ferté;USDH;9.166666666666666;9;10;(5.0, 10.0];1;but;arnaud GAY;La Ferté;6.0;5;6;-1;adversaire mène;6;6;0
368;J4;La Ferté;USDH;9.366666666666667;9;22;(5.0, 10.0];1;tir;sebastien MADEC;USDH;13.0;5;6;-1;adversaire mène;6;6;0
369;J4;La Ferté;USDH;9.483333333333333;9;29;(5.0, 10.0];1;arrêt;hugo GUEVELOU;La Ferté;14.0;5;6;-1;adversaire mène;6;6;0
370;J4;La Ferté;USDH;9.516666666666667;9;31;(5.0, 10.0];1;but;theo RIGUET;La Ferté;3.0;5;7;-2;adversaire mène;6;6;0
371;J4;La Ferté;USDH;10.133333333333333;10;8;(10.0, 15.0];1;tir;simon PELISSON;USDH;27.0;5;7;-2;adversaire mène;6;6;0
372;J4;La Ferté;USDH;10.183333333333334;10;11;(10.0, 15.0];1;arrêt;hugo GUEVELOU;La Ferté;14.0;5;7;-2;adversaire mène;6;6;0
373;J4;La Ferté;USDH;10.45;10;27;(10.0, 15.0];1;but;remi GUILLON;USDH;93.0;6;7;-1;adversaire mène;6;6;0
374;J4;La Ferté;USDH;11.033333333333333;11;2;(10.0, 15.0];1;tir;benoit CROISEAU;La Ferté;9.0;6;7;-1;adversaire mène;6;6;0
375;J4;La Ferté;USDH;11.083333333333334;11;5;(10.0, 15.0];1;temps mort d'équipe visiteur; ;USDH;;6;7;-1;adversaire mène;6;6;0
376;J4;La Ferté;USDH;11.1;11;6;(10.0, 15.0];1;but;theo RIGUET;La Ferté;3.0;6;8;-2;adversaire mène;6;6;0
377;J4;La Ferté;USDH;12.0;12;0;(10.0, 15.0];1;tir;remy MONTHULE;La Ferté;12.0;6;8;-2;adversaire mène;6;6;0
378;J4;La Ferté;USDH;12.183333333333334;12;11;(10.0, 15.0];1;arrêt;abel GRENON;USDH;36.0;6;8;-2;adversaire mène;6;6;0
379;J4;La Ferté;USDH;12.433333333333334;12;26;(10.0, 15.0];1;but;kevin MANCEAU;USDH;7.0;7;8;-1;adversaire mène;6;6;0
380;J4;La Ferté;USDH;13.0;13;0;(10.0, 15.0];1;but;sebastien MADEC;USDH;13.0;8;8;0;égalité;6;6;0
381;J4;La Ferté;USDH;13.4;13;24;(10.0, 15.0];1;but;arnaud GAY;La Ferté;6.0;8;9;-1;adversaire mène;6;6;0
382;J4;La Ferté;USDH;13.766666666666667;13;46;(10.0, 15.0];1;tir;alexandre COMMEYRAS;USDH;99.0;8;9;-1;adversaire mène;6;6;0
383;J4;La Ferté;USDH;14.3;14;18;(10.0, 15.0];1;but;arnaud GAY;La Ferté;6.0;8;10;-2;adversaire mène;6;6;0
384;J4;La Ferté;USDH;14.833333333333334;14;50;(10.0, 15.0];1;but;sebastien MADEC;USDH;13.0;9;10;-1;adversaire mène;6;6;0
385;J4;La Ferté;USDH;15.383333333333333;15;23;(15.0, 20.0];1;2min;arnaud GAY;La Ferté;6.0;9;10;-1;adversaire mène;6;5;1
386;J4;La Ferté;USDH;15.566666666666666;15;34;(15.0, 20.0];1;but;sebastien MADEC;USDH;13.0;10;10;0;égalité;6;5;1
387;J4;La Ferté;USDH;16.183333333333334;16;11;(15.0, 20.0];1;2min;sebastien MADEC;USDH;13.0;10;10;0;égalité;5;5;0
388;J4;La Ferté;USDH;16.266666666666666;16;16;(15.0, 20.0];1;tir;remy MONTHULE;La Ferté;12.0;10;10;0;égalité;5;5;0
389;J4;La Ferté;USDH;16.35;16;21;(15.0, 20.0];1;arrêt;abel GRENON;USDH;36.0;10;10;0;égalité;5;5;0
390;J4;La Ferté;USDH;17.016666666666666;17;1;(15.0, 20.0];1;tir;amaury LEMOINE;USDH;21.0;10;10;0;égalité;5;5;0
391;J4;La Ferté;USDH;17.066666666666666;17;4;(15.0, 20.0];1;arrêt;hugo GUEVELOU;La Ferté;14.0;10;10;0;égalité;5;5;0
392;J4;La Ferté;USDH;18.166666666666668;18;10;(15.0, 20.0];1;tir;theo RIGUET;La Ferté;3.0;10;10;0;égalité;5;6;-1
393;J4;La Ferté;USDH;18.216666666666665;18;13;(15.0, 20.0];1;arrêt;abel GRENON;USDH;36.0;10;10;0;égalité;6;6;0
394;J4;La Ferté;USDH;18.716666666666665;18;43;(15.0, 20.0];1;tir;alexandre COMMEYRAS;USDH;99.0;10;10;0;égalité;6;6;0
395;J4;La Ferté;USDH;19.083333333333332;19;5;(15.0, 20.0];1;tir;arnaud GAY;La Ferté;6.0;10;10;0;égalité;6;6;0
396;J4;La Ferté;USDH;19.4;19;24;(15.0, 20.0];1;but;amaury LEMOINE;USDH;21.0;11;10;1;USDH mène;6;6;0
397;J4;La Ferté;USDH;19.416666666666668;19;25;(15.0, 20.0];1;2min;victor GAUTHIER;La Ferté;15.0;11;10;1;USDH mène;6;5;1
398;J4;La Ferté;USDH;20.716666666666665;20;43;(20.0, 25.0];1;but;amaury LEMOINE;USDH;21.0;12;10;2;USDH mène;6;5;1
399;J4;La Ferté;USDH;21.333333333333332;21;20;(20.0, 25.0];1;tir;arnaud GAY;La Ferté;6.0;12;10;2;USDH mène;6;5;1
400;J4;La Ferté;USDH;21.366666666666667;21;22;(20.0, 25.0];1;arrêt;abel GRENON;USDH;36.0;12;10;2;USDH mène;6;5;1
401;J4;La Ferté;USDH;21.716666666666665;21;43;(20.0, 25.0];1;tir;luc BOUVET;La Ferté;8.0;12;10;2;USDH mène;6;6;0
402;J4;La Ferté;USDH;21.75;21;45;(20.0, 25.0];1;arrêt;abel GRENON;USDH;36.0;12;10;2;USDH mène;6;6;0
403;J4;La Ferté;USDH;22.316666666666666;22;19;(20.0, 25.0];1;but;sebastien MADEC;USDH;13.0;13;10;3;USDH mène;6;6;0
404;J4;La Ferté;USDH;22.383333333333333;22;23;(20.0, 25.0];1;temps mort d'équipe recevant; ;La Ferté;;13;10;3;USDH mène;6;6;0
405;J4;La Ferté;USDH;24.316666666666666;24;19;(20.0, 25.0];1;but;arnaud GAY;La Ferté;6.0;13;11;2;USDH mène;6;6;0
406;J4;La Ferté;USDH;24.4;24;24;(20.0, 25.0];1;2min;brice HANEN;USDH;9.0;13;11;2;USDH mène;5;6;-1
407;J4;La Ferté;USDH;25.133333333333333;25;8;(25.0, 30.0];1;but;luc BOUVET;La Ferté;8.0;13;12;1;USDH mène;5;6;-1
408;J4;La Ferté;USDH;25.816666666666666;25;49;(25.0, 30.0];1;2min;kevin MANCEAU;USDH;7.0;13;12;1;USDH mène;4;6;-2
409;J4;La Ferté;USDH;25.833333333333332;25;50;(25.0, 30.0];1;tir;victor GAUTHIER;La Ferté;15.0;13;12;1;USDH mène;4;6;-2
410;J4;La Ferté;USDH;25.85;25;51;(25.0, 30.0];1;arrêt;abel GRENON;USDH;36.0;13;12;1;USDH mène;4;6;-2
411;J4;La Ferté;USDH;26.766666666666666;26;46;(25.0, 30.0];1;tir;remi GUILLON;USDH;93.0;13;12;1;USDH mène;5;6;-1
412;J4;La Ferté;USDH;26.816666666666666;26;49;(25.0, 30.0];1;arrêt;hugo GUEVELOU;La Ferté;14.0;13;12;1;USDH mène;5;6;-1
413;J4;La Ferté;USDH;26.966666666666665;26;58;(25.0, 30.0];1;but;adrien GAUTHIER;La Ferté;7.0;13;13;0;égalité;5;6;-1
414;J4;La Ferté;USDH;27.55;27;33;(25.0, 30.0];1;tir;vivien HENNETIER;USDH;33.0;13;13;0;égalité;5;6;-1
415;J4;La Ferté;USDH;27.633333333333333;27;38;(25.0, 30.0];1;tir;hugo GUEVELOU;La Ferté;14.0;13;13;0;égalité;5;6;-1
416;J4;La Ferté;USDH;27.7;27;42;(25.0, 30.0];1;tir;adrien GAUTHIER;La Ferté;7.0;13;13;0;égalité;5;6;-1
417;J4;La Ferté;USDH;27.733333333333334;27;44;(25.0, 30.0];1;arrêt;abel GRENON;USDH;36.0;13;13;0;égalité;5;6;-1
418;J4;La Ferté;USDH;27.766666666666666;27;46;(25.0, 30.0];1;but;marius ALIX;La Ferté;10.0;13;14;-1;adversaire mène;5;6;-1
419;J4;La Ferté;USDH;28.4;28;24;(25.0, 30.0];1;tir;simon PELISSON;USDH;27.0;13;14;-1;adversaire mène;6;6;0
420;J4;La Ferté;USDH;28.6;28;36;(25.0, 30.0];1;2min;marius ALIX;La Ferté;10.0;13;14;-1;adversaire mène;6;5;1
421;J4;La Ferté;USDH;28.933333333333334;28;56;(25.0, 30.0];1;tir;alexandre COMMEYRAS;USDH;99.0;13;14;-1;adversaire mène;6;5;1
422;J4;La Ferté;USDH;29.366666666666667;29;22;(25.0, 30.0];1;but;benoit CROISEAU;La Ferté;9.0;13;15;-2;adversaire mène;6;5;1
423;J4;La Ferté;USDH;29.683333333333334;29;41;(25.0, 30.0];1;but;alexandre COMMEYRAS;USDH;99.0;14;15;-1;adversaire mène;6;5;1
424;J4;La Ferté;USDH;29.983333333333334;29;59;(25.0, 30.0];1;2min;sebastien MADEC;USDH;13.0;14;15;-1;adversaire mène;5;5;0
425;J4;La Ferté;USDH;30.666666666666668;30;40;(30.0, 35.0];2;but;simon PELISSON;USDH;27.0;15;15;0;égalité;5;6;-1
426;J4;La Ferté;USDH;31.1;31;6;(30.0, 35.0];2;but;adrien GAUTHIER;La Ferté;7.0;15;16;-1;adversaire mène;5;6;-1
427;J4;La Ferté;USDH;31.816666666666666;31;49;(30.0, 35.0];2;but;marius ALIX;La Ferté;10.0;15;17;-2;adversaire mène;5;6;-1
428;J4;La Ferté;USDH;32.6;32;36;(30.0, 35.0];2;but;etienne BRETEAU;La Ferté;19.0;15;18;-3;adversaire mène;6;6;0
429;J4;La Ferté;USDH;33.416666666666664;33;25;(30.0, 35.0];2;but;adrien GAUTHIER;La Ferté;7.0;15;19;-4;adversaire mène;6;6;0
430;J4;La Ferté;USDH;33.6;33;36;(30.0, 35.0];2;tir;remi GUILLON;USDH;93.0;15;19;-4;adversaire mène;6;6;0
431;J4;La Ferté;USDH;33.65;33;39;(30.0, 35.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;15;19;-4;adversaire mène;6;6;0
432;J4;La Ferté;USDH;34.05;34;3;(30.0, 35.0];2;but;marius ALIX;La Ferté;10.0;15;20;-5;adversaire mène;6;6;0
433;J4;La Ferté;USDH;34.483333333333334;34;29;(30.0, 35.0];2;but;vivien HENNETIER;USDH;33.0;16;20;-4;adversaire mène;6;6;0
434;J4;La Ferté;USDH;34.96666666666667;34;58;(30.0, 35.0];2;tir;marius ALIX;La Ferté;10.0;16;20;-4;adversaire mène;6;6;0
435;J4;La Ferté;USDH;35.06666666666667;35;4;(35.0, 40.0];2;arrêt;timothee CASTEL;USDH;1.0;16;20;-4;adversaire mène;6;6;0
436;J4;La Ferté;USDH;35.233333333333334;35;14;(35.0, 40.0];2;but;sebastien MADEC;USDH;13.0;17;20;-3;adversaire mène;6;6;0
437;J4;La Ferté;USDH;35.733333333333334;35;44;(35.0, 40.0];2;but;kevin MANCEAU;USDH;7.0;18;20;-2;adversaire mène;6;6;0
438;J4;La Ferté;USDH;36.416666666666664;36;25;(35.0, 40.0];2;but;victor GAUTHIER;La Ferté;15.0;18;21;-3;adversaire mène;6;6;0
439;J4;La Ferté;USDH;36.68333333333333;36;41;(35.0, 40.0];2;tir;alexandre COMMEYRAS;USDH;99.0;18;21;-3;adversaire mène;6;6;0
440;J4;La Ferté;USDH;37.1;37;6;(35.0, 40.0];2;tir;simon PELISSON;USDH;27.0;18;21;-3;adversaire mène;6;6;0
441;J4;La Ferté;USDH;37.15;37;9;(35.0, 40.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;18;21;-3;adversaire mène;6;6;0
442;J4;La Ferté;USDH;37.35;37;21;(35.0, 40.0];2;tir;kevin MANCEAU;USDH;7.0;18;21;-3;adversaire mène;6;6;0
443;J4;La Ferté;USDH;37.38333333333333;37;23;(35.0, 40.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;18;21;-3;adversaire mène;6;6;0
444;J4;La Ferté;USDH;37.766666666666666;37;46;(35.0, 40.0];2;tir;simon PELISSON;USDH;27.0;18;21;-3;adversaire mène;6;6;0
445;J4;La Ferté;USDH;37.833333333333336;37;50;(35.0, 40.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;18;21;-3;adversaire mène;6;6;0
446;J4;La Ferté;USDH;37.916666666666664;37;55;(35.0, 40.0];2;but;benoit CROISEAU;La Ferté;9.0;18;22;-4;adversaire mène;6;6;0
447;J4;La Ferté;USDH;38.53333333333333;38;32;(35.0, 40.0];2;tir;kevin MANCEAU;USDH;7.0;18;22;-4;adversaire mène;6;6;0
448;J4;La Ferté;USDH;38.6;38;36;(35.0, 40.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;18;22;-4;adversaire mène;6;6;0
449;J4;La Ferté;USDH;38.666666666666664;38;40;(35.0, 40.0];2;but;vivien HENNETIER;USDH;33.0;19;22;-3;adversaire mène;6;6;0
450;J4;La Ferté;USDH;39.1;39;6;(35.0, 40.0];2;but;marius ALIX;La Ferté;10.0;19;23;-4;adversaire mène;6;6;0
451;J4;La Ferté;USDH;39.55;39;33;(35.0, 40.0];2;tir;marius ALIX;La Ferté;10.0;19;23;-4;adversaire mène;6;6;0
452;J4;La Ferté;USDH;40.15;40;9;(40.0, 45.0];2;but;adrien GAUTHIER;La Ferté;7.0;19;24;-5;adversaire mène;6;6;0
453;J4;La Ferté;USDH;40.166666666666664;40;10;(40.0, 45.0];2;temps mort d'équipe visiteur; ;USDH;;19;24;-5;adversaire mène;6;6;0
454;J4;La Ferté;USDH;41.21666666666667;41;13;(40.0, 45.0];2;but;kevin MANCEAU;USDH;7.0;20;24;-4;adversaire mène;6;6;0
455;J4;La Ferté;USDH;41.36666666666667;41;22;(40.0, 45.0];2;tir;benoit CROISEAU;La Ferté;9.0;20;24;-4;adversaire mène;6;6;0
456;J4;La Ferté;USDH;41.75;41;45;(40.0, 45.0];2;2min;benoit CROISEAU;La Ferté;9.0;20;24;-4;adversaire mène;6;5;1
457;J4;La Ferté;USDH;41.86666666666667;41;52;(40.0, 45.0];2;but 7m;vivien HENNETIER;USDH;33.0;21;24;-3;adversaire mène;6;5;1
458;J4;La Ferté;USDH;42.36666666666667;42;22;(40.0, 45.0];2;but;marius ALIX;La Ferté;10.0;21;25;-4;adversaire mène;6;5;1
459;J4;La Ferté;USDH;42.833333333333336;42;50;(40.0, 45.0];2;tir;amaury LEMOINE;USDH;21.0;21;25;-4;adversaire mène;6;5;1
460;J4;La Ferté;USDH;42.88333333333333;42;53;(40.0, 45.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;21;25;-4;adversaire mène;6;5;1
461;J4;La Ferté;USDH;43.55;43;33;(40.0, 45.0];2;tir;adrien GAUTHIER;La Ferté;7.0;21;25;-4;adversaire mène;6;5;1
462;J4;La Ferté;USDH;43.63333333333333;43;38;(40.0, 45.0];2;arrêt;timothee CASTEL;USDH;1.0;21;25;-4;adversaire mène;6;5;1
463;J4;La Ferté;USDH;43.85;43;51;(40.0, 45.0];2;but;alexandre COMMEYRAS;USDH;99.0;22;25;-3;adversaire mène;6;6;0
464;J4;La Ferté;USDH;44.45;44;27;(40.0, 45.0];2;tir;marius ALIX;La Ferté;10.0;22;25;-3;adversaire mène;6;6;0
465;J4;La Ferté;USDH;44.483333333333334;44;29;(40.0, 45.0];2;arrêt;timothee CASTEL;USDH;1.0;22;25;-3;adversaire mène;6;6;0
466;J4;La Ferté;USDH;44.53333333333333;44;32;(40.0, 45.0];2;2min;kevin MANCEAU;USDH;7.0;22;25;-3;adversaire mène;5;6;-1
467;J4;La Ferté;USDH;45.583333333333336;45;35;(45.0, 50.0];2;tir;amaury LEMOINE;USDH;21.0;22;25;-3;adversaire mène;5;6;-1
468;J4;La Ferté;USDH;45.61666666666667;45;37;(45.0, 50.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;22;25;-3;adversaire mène;5;6;-1
469;J4;La Ferté;USDH;45.68333333333333;45;41;(45.0, 50.0];2;but;adrien GAUTHIER;La Ferté;7.0;22;26;-4;adversaire mène;5;6;-1
470;J4;La Ferté;USDH;46.18333333333333;46;11;(45.0, 50.0];2;but;francois CHAUDUN;La Ferté;4.0;22;27;-5;adversaire mène;5;6;-1
471;J4;La Ferté;USDH;46.6;46;36;(45.0, 50.0];2;but;remi GUILLON;USDH;93.0;23;27;-4;adversaire mène;6;6;0
472;J4;La Ferté;USDH;47.2;47;12;(45.0, 50.0];2;but;kevin MANCEAU;USDH;7.0;24;27;-3;adversaire mène;6;6;0
473;J4;La Ferté;USDH;47.35;47;21;(45.0, 50.0];2;but;benoit CROISEAU;La Ferté;9.0;24;28;-4;adversaire mène;6;6;0
474;J4;La Ferté;USDH;47.8;47;48;(45.0, 50.0];2;but;adrien GAUTHIER;La Ferté;7.0;24;29;-5;adversaire mène;6;6;0
475;J4;La Ferté;USDH;47.88333333333333;47;53;(45.0, 50.0];2;tir;remi GUILLON;USDH;93.0;24;29;-5;adversaire mène;6;6;0
476;J4;La Ferté;USDH;47.93333333333333;47;56;(45.0, 50.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;24;29;-5;adversaire mène;6;6;0
477;J4;La Ferté;USDH;48.233333333333334;48;14;(45.0, 50.0];2;but;kevin MANCEAU;USDH;7.0;25;29;-4;adversaire mène;6;6;0
478;J4;La Ferté;USDH;48.333333333333336;48;20;(45.0, 50.0];2;but;marius ALIX;La Ferté;10.0;25;30;-5;adversaire mène;6;6;0
479;J4;La Ferté;USDH;48.36666666666667;48;22;(45.0, 50.0];2;temps mort d'équipe visiteur; ;USDH;;25;30;-5;adversaire mène;6;6;0
480;J4;La Ferté;USDH;48.75;48;45;(45.0, 50.0];2;but;remi GUILLON;USDH;93.0;26;30;-4;adversaire mène;6;6;0
481;J4;La Ferté;USDH;49.766666666666666;49;46;(45.0, 50.0];2;tir;simon PELISSON;USDH;27.0;26;30;-4;adversaire mène;6;6;0
482;J4;La Ferté;USDH;49.8;49;48;(45.0, 50.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;26;30;-4;adversaire mène;6;6;0
483;J4;La Ferté;USDH;49.86666666666667;49;52;(45.0, 50.0];2;but;marius ALIX;La Ferté;10.0;26;31;-5;adversaire mène;6;6;0
484;J4;La Ferté;USDH;49.88333333333333;49;53;(45.0, 50.0];2;2min;amaury LEMOINE;USDH;21.0;26;31;-5;adversaire mène;5;6;-1
485;J4;La Ferté;USDH;50.05;50;3;(50.0, 55.0];2;tir;kevin MANCEAU;USDH;7.0;26;31;-5;adversaire mène;5;6;-1
486;J4;La Ferté;USDH;50.55;50;33;(50.0, 55.0];2;but;adrien GAUTHIER;La Ferté;7.0;26;32;-6;adversaire mène;5;6;-1
487;J4;La Ferté;USDH;51.28333333333333;51;17;(50.0, 55.0];2;tir;vivien HENNETIER;USDH;33.0;26;32;-6;adversaire mène;5;6;-1
488;J4;La Ferté;USDH;51.71666666666667;51;43;(50.0, 55.0];2;but;marius ALIX;La Ferté;10.0;26;33;-7;adversaire mène;5;6;-1
489;J4;La Ferté;USDH;52.13333333333333;52;8;(50.0, 55.0];2;tir;kevin MANCEAU;USDH;7.0;26;33;-7;adversaire mène;6;6;0
490;J4;La Ferté;USDH;52.18333333333333;52;11;(50.0, 55.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;26;33;-7;adversaire mène;6;6;0
491;J4;La Ferté;USDH;52.266666666666666;52;16;(50.0, 55.0];2;but;victor GAUTHIER;La Ferté;15.0;26;34;-8;adversaire mène;6;6;0
492;J4;La Ferté;USDH;52.766666666666666;52;46;(50.0, 55.0];2;but;alexandre COMMEYRAS;USDH;99.0;27;34;-7;adversaire mène;6;6;0
493;J4;La Ferté;USDH;52.86666666666667;52;52;(50.0, 55.0];2;but;adrien GAUTHIER;La Ferté;7.0;27;35;-8;adversaire mène;6;6;0
494;J4;La Ferté;USDH;53.31666666666667;53;19;(50.0, 55.0];2;but;alexandre COMMEYRAS;USDH;99.0;28;35;-7;adversaire mène;6;6;0
495;J4;La Ferté;USDH;54.45;54;27;(50.0, 55.0];2;but 7m;etienne BRETEAU;La Ferté;19.0;28;36;-8;adversaire mène;6;6;0
496;J4;La Ferté;USDH;54.766666666666666;54;46;(50.0, 55.0];2;tir;alexandre COMMEYRAS;USDH;99.0;28;36;-8;adversaire mène;6;6;0
497;J4;La Ferté;USDH;54.8;54;48;(50.0, 55.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;28;36;-8;adversaire mène;6;6;0
498;J4;La Ferté;USDH;54.916666666666664;54;55;(50.0, 55.0];2;tir;marius ALIX;La Ferté;10.0;28;36;-8;adversaire mène;6;6;0
499;J4;La Ferté;USDH;54.95;54;57;(50.0, 55.0];2;arrêt;timothee CASTEL;USDH;1.0;28;36;-8;adversaire mène;6;6;0
500;J4;La Ferté;USDH;55.266666666666666;55;16;(55.0, 60.0];2;but;francois CHAUDUN;La Ferté;4.0;28;37;-9;adversaire mène;6;6;0
501;J4;La Ferté;USDH;55.88333333333333;55;53;(55.0, 60.0];2;tir;amaury LEMOINE;USDH;21.0;28;37;-9;adversaire mène;6;6;0
502;J4;La Ferté;USDH;55.916666666666664;55;55;(55.0, 60.0];2;arrêt;nathan ROTTIER;La Ferté;1.0;28;37;-9;adversaire mène;6;6;0
503;J4;La Ferté;USDH;56.05;56;3;(55.0, 60.0];2;but;kevin MANCEAU;USDH;7.0;29;37;-8;adversaire mène;6;6;0
504;J4;La Ferté;USDH;56.25;56;15;(55.0, 60.0];2;but;luc BOUVET;La Ferté;8.0;29;38;-9;adversaire mène;6;6;0
505;J4;La Ferté;USDH;56.28333333333333;56;17;(55.0, 60.0];2;2min;kevin MANCEAU;USDH;7.0;29;38;-9;adversaire mène;5;6;-1
506;J4;La Ferté;USDH;56.333333333333336;56;20;(55.0, 60.0];2;but 7m;etienne BRETEAU;La Ferté;19.0;29;39;-10;adversaire mène;5;6;-1
507;J4;La Ferté;USDH;56.8;56;48;(55.0, 60.0];2;but;remi GUILLON;USDH;93.0;30;39;-9;adversaire mène;5;6;-1
508;J4;La Ferté;USDH;57.18333333333333;57;11;(55.0, 60.0];2;but;arnaud GAY;La Ferté;6.0;30;40;-10;adversaire mène;5;6;-1
509;J4;La Ferté;USDH;57.95;57;57;(55.0, 60.0];2;but 7m;vivien HENNETIER;USDH;33.0;31;40;-9;adversaire mène;5;6;-1
510;J4;La Ferté;USDH;58.25;58;15;(55.0, 60.0];2;tir;adrien GAUTHIER;La Ferté;7.0;31;40;-9;adversaire mène;5;6;-1
511;J4;La Ferté;USDH;58.28333333333333;58;17;(55.0, 60.0];2;arrêt;timothee CASTEL;USDH;1.0;31;40;-9;adversaire mène;5;6;-1
512;J4;La Ferté;USDH;58.4;58;24;(55.0, 60.0];2;temps mort d'équipe recevant; ;La Ferté;;31;40;-9;adversaire mène;6;6;0
513;J4;La Ferté;USDH;58.416666666666664;58;25;(55.0, 60.0];2;but;amaury LEMOINE;USDH;21.0;32;40;-8;adversaire mène;6;6;0
514;J4;La Ferté;USDH;58.93333333333333;58;56;(55.0, 60.0];2;but;victor GAUTHIER;La Ferté;15.0;32;41;-9;adversaire mène;6;6;0
515;J4;La Ferté;USDH;59.4;59;24;(55.0, 60.0];2;but;brice HANEN;USDH;9.0;33;41;-8;adversaire mène;6;6;0
516;J4;La Ferté;USDH;60.0;60;0;(55.0, 60.0];2;but;remy MONTHULE;La Ferté;12.0;33;42;-9;adversaire mène;6;6;0
517;J5;USDH;St Berthevin;0.0;0;0;(-0.001, 5.0];1; ; ; ;;0;0;0;égalité;6;6;0
518;J5;USDH;St Berthevin;0.6;0;36;(-0.001, 5.0];1;but;dorian LOURDAIS;St Berthevin;5.0;0;1;-1;adversaire mène;6;6;0
519;J5;USDH;St Berthevin;2.1166666666666667;2;7;(-0.001, 5.0];1;but;lenny VIEL;St Berthevin;19.0;0;2;-2;adversaire mène;6;6;0
520;J5;USDH;St Berthevin;3.2666666666666666;3;16;(-0.001, 5.0];1;but;dorian LOURDAIS;St Berthevin;5.0;0;3;-3;adversaire mène;6;6;0
521;J5;USDH;St Berthevin;3.6166666666666667;3;37;(-0.001, 5.0];1;avertissement;remy DESBOIS;St Berthevin;8.0;0;3;-3;adversaire mène;6;6;0
522;J5;USDH;St Berthevin;3.8833333333333333;3;53;(-0.001, 5.0];1;but;vivien HENNETIER;USDH;33.0;1;3;-2;adversaire mène;6;6;0
523;J5;USDH;St Berthevin;4.516666666666667;4;31;(-0.001, 5.0];1;but;dorian LOURDAIS;St Berthevin;5.0;1;4;-3;adversaire mène;6;6;0
524;J5;USDH;St Berthevin;6.45;6;27;(5.0, 10.0];1;but;romain LOURDAIS;St Berthevin;38.0;1;5;-4;adversaire mène;6;6;0
525;J5;USDH;St Berthevin;6.7;6;42;(5.0, 10.0];1;but;dorian LOURDAIS;St Berthevin;5.0;1;6;-5;adversaire mène;6;6;0
526;J5;USDH;St Berthevin;7.333333333333333;7;20;(5.0, 10.0];1;avertissement;romain TROUILLARD;St Berthevin;11.0;1;6;-5;adversaire mène;6;6;0
527;J5;USDH;St Berthevin;7.466666666666667;7;28;(5.0, 10.0];1;but;mathis MONTERREIN;USDH;40.0;2;6;-4;adversaire mène;6;6;0
528;J5;USDH;St Berthevin;8.233333333333333;8;14;(5.0, 10.0];1;but;romain LOURDAIS;St Berthevin;38.0;2;7;-5;adversaire mène;6;6;0
529;J5;USDH;St Berthevin;9.233333333333333;9;14;(5.0, 10.0];1;but;romain LOURDAIS;St Berthevin;38.0;2;8;-6;adversaire mène;6;6;0
530;J5;USDH;St Berthevin;9.683333333333334;9;41;(5.0, 10.0];1;but;geoffrey GUERMONT;St Berthevin;34.0;2;9;-7;adversaire mène;6;6;0
531;J5;USDH;St Berthevin;9.85;9;51;(5.0, 10.0];1;but;alexandre COMMEYRAS;USDH;99.0;3;9;-6;adversaire mène;6;6;0
532;J5;USDH;St Berthevin;10.716666666666667;10;43;(10.0, 15.0];1;but;remi GUILLON;USDH;93.0;4;9;-5;adversaire mène;6;6;0
533;J5;USDH;St Berthevin;12.683333333333334;12;41;(10.0, 15.0];1;but;vivien HENNETIER;USDH;33.0;5;9;-4;adversaire mène;6;6;0
534;J5;USDH;St Berthevin;13.733333333333333;13;44;(10.0, 15.0];1;but;dorian LOURDAIS;St Berthevin;5.0;5;10;-5;adversaire mène;6;6;0
535;J5;USDH;St Berthevin;14.65;14;39;(10.0, 15.0];1;but;charles BEAUGER;St Berthevin;47.0;5;11;-6;adversaire mène;6;6;0
