;journée;domicile;extérieur;temps;minutes;secondes;intervalle de temps;période;action;joueur;équipe;numéro joueur;score USDH;score adversaire;différence de buts;situation au score;nbr joueurs de champs USDH;nbr joueurs de champs adversaire;situation numérique
0;J1;Pouzauges;USDH;0.0;0;0;(-0.001, 5.0];1; ; ; ;;0;0;0;égalité;6;6;0
1;J1;Pouzauges;USDH;1.2;1;12;(-0.001, 5.0];1;but;nathan BILLAUD;Pouzauges;14.0;0;1;-1;adversaire mène;6;6;0
2;J1;Pouzauges;USDH;2.2666666666666666;2;16;(-0.001, 5.0];1;but;alexandre COMMEYRAS;USDH;99.0;1;1;0;égalité;6;6;0
3;J1;Pouzauges;USDH;2.6666666666666665;2;40;(-0.001, 5.0];1;but;thibaud HUVELIN;Pouzauges;10.0;1;2;-1;adversaire mène;6;6;0
4;J1;Pouzauges;USDH;3.4166666666666665;3;25;(-0.001, 5.0];1;but;dorian-pierre DONELLI;Pouzauges;21.0;1;3;-2;adversaire mène;6;6;0
5;J1;Pouzauges;USDH;4.616666666666667;4;37;(-0.001, 5.0];1;2min;dorian-pierre DONELLI;Pouzauges;21.0;1;3;-2;adversaire mène;6;5;1
6;J1;Pouzauges;USDH;4.866666666666667;4;52;(-0.001, 5.0];1;but 7m;alexandre COMMEYRAS;USDH;99.0;2;3;-1;adversaire mène;6;5;1
7;J1;Pouzauges;USDH;5.183333333333334;5;11;(5.0, 10.0];1;but 7m;remi GUILLON;USDH;93.0;3;3;0;égalité;6;5;1
8;J1;Pouzauges;USDH;6.6;6;36;(5.0, 10.0];1;arrêt;louis CALESSE;Pouzauges;12.0;3;3;0;égalité;6;5;1
9;J1;Pouzauges;USDH;6.75;6;45;(5.0, 10.0];1;but;vivien HENNETIER;USDH;33.0;4;3;1;USDH mène;6;6;0
10;J1;Pouzauges;USDH;7.35;7;21;(5.0, 10.0];1;arrêt;timothee CASTEL;USDH;1.0;4;3;1;USDH mène;6;6;0
11;J1;Pouzauges;USDH;7.483333333333333;7;29;(5.0, 10.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;3;1;USDH mène;6;6;0
12;J1;Pouzauges;USDH;7.65;7;39;(5.0, 10.0];1;arrêt;timothee CASTEL;USDH;1.0;4;3;1;USDH mène;6;6;0
13;J1;Pouzauges;USDH;8.766666666666667;8;46;(5.0, 10.0];1;avertissement;nathan BILLAUD;Pouzauges;14.0;4;3;1;USDH mène;6;6;0
14;J1;Pouzauges;USDH;9.066666666666666;9;4;(5.0, 10.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;3;1;USDH mène;6;6;0
15;J1;Pouzauges;USDH;9.4;9;24;(5.0, 10.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;3;1;USDH mène;6;6;0
16;J1;Pouzauges;USDH;10.083333333333334;10;5;(10.0, 15.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;3;1;USDH mène;6;6;0
17;J1;Pouzauges;USDH;10.883333333333333;10;53;(10.0, 15.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;3;1;USDH mène;6;6;0
18;J1;Pouzauges;USDH;11.666666666666666;11;40;(10.0, 15.0];1;2min;nathan BILLAUD;Pouzauges;14.0;4;3;1;USDH mène;6;5;1
19;J1;Pouzauges;USDH;12.016666666666667;12;1;(10.0, 15.0];1;but;antoine PEAUD;Pouzauges;5.0;4;4;0;égalité;6;5;1
20;J1;Pouzauges;USDH;12.083333333333334;12;5;(10.0, 15.0];1;2min;alexandre COMMEYRAS;USDH;99.0;4;4;0;égalité;5;5;0
21;J1;Pouzauges;USDH;12.9;12;54;(10.0, 15.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;4;0;égalité;5;5;0
22;J1;Pouzauges;USDH;12.95;12;57;(10.0, 15.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;4;0;égalité;5;5;0
23;J1;Pouzauges;USDH;13.016666666666667;13;1;(10.0, 15.0];1;but;antoine PEAUD;Pouzauges;5.0;4;5;-1;adversaire mène;5;5;0
24;J1;Pouzauges;USDH;14.416666666666666;14;25;(10.0, 15.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;5;-1;adversaire mène;6;6;0
25;J1;Pouzauges;USDH;14.516666666666667;14;31;(10.0, 15.0];1;arrêt;timothee CASTEL;USDH;1.0;4;5;-1;adversaire mène;6;6;0
26;J1;Pouzauges;USDH;14.683333333333334;14;41;(10.0, 15.0];1;but;gaetan LHOPITALLIER;Pouzauges;20.0;4;6;-2;adversaire mène;6;6;0
27;J1;Pouzauges;USDH;16.366666666666667;16;22;(15.0, 20.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;6;-2;adversaire mène;6;6;0
28;J1;Pouzauges;USDH;17.316666666666666;17;19;(15.0, 20.0];1;arrêt;timothee CASTEL;USDH;1.0;4;6;-2;adversaire mène;6;6;0
29;J1;Pouzauges;USDH;17.7;17;42;(15.0, 20.0];1;but;axel FERCHAUD;Pouzauges;88.0;4;7;-3;adversaire mène;6;6;0
30;J1;Pouzauges;USDH;18.9;18;54;(15.0, 20.0];1;arrêt;louis CALESSE;Pouzauges;12.0;4;7;-3;adversaire mène;6;6;0
31;J1;Pouzauges;USDH;19.516666666666666;19;31;(15.0, 20.0];1;but;remi GUILLON;USDH;93.0;5;7;-2;adversaire mène;6;6;0
32;J1;Pouzauges;USDH;19.7;19;42;(15.0, 20.0];1;but;thibaud HUVELIN;Pouzauges;10.0;5;8;-3;adversaire mène;6;6;0
33;J1;Pouzauges;USDH;20.7;20;42;(20.0, 25.0];1;arrêt;louis CALESSE;Pouzauges;12.0;5;8;-3;adversaire mène;6;6;0
34;J1;Pouzauges;USDH;21.85;21;51;(20.0, 25.0];1;but;sebastien MADEC;USDH;13.0;6;8;-2;adversaire mène;6;6;0
35;J1;Pouzauges;USDH;22.933333333333334;22;56;(20.0, 25.0];1;arrêt;louis CALESSE;Pouzauges;12.0;6;8;-2;adversaire mène;6;6;0
36;J1;Pouzauges;USDH;23.933333333333334;23;56;(20.0, 25.0];1;arrêt;timothee CASTEL;USDH;1.0;6;8;-2;adversaire mène;6;6;0
37;J1;Pouzauges;USDH;24.116666666666667;24;7;(20.0, 25.0];1;but;sebastien MADEC;USDH;13.0;7;8;-1;adversaire mène;6;6;0
38;J1;Pouzauges;USDH;24.75;24;45;(20.0, 25.0];1;but;nathan BILLAUD;Pouzauges;14.0;7;9;-2;adversaire mène;6;6;0
39;J1;Pouzauges;USDH;25.5;25;30;(25.0, 30.0];1;arrêt;timothee CASTEL;USDH;1.0;7;9;-2;adversaire mène;6;6;0
40;J1;Pouzauges;USDH;26.65;26;39;(25.0, 30.0];1;but;nathan BILLAUD;Pouzauges;14.0;7;10;-3;adversaire mène;6;6;0
41;J1;Pouzauges;USDH;27.8;27;48;(25.0, 30.0];1;but;kevin MANCEAU;USDH;7.0;8;10;-2;adversaire mène;6;6;0
42;J1;Pouzauges;USDH;28.65;28;39;(25.0, 30.0];1;2min;kevin MANCEAU;USDH;7.0;8;10;-2;adversaire mène;5;6;-1
43;J1;Pouzauges;USDH;29.216666666666665;29;13;(25.0, 30.0];1;but;thibaud HUVELIN;Pouzauges;10.0;8;11;-3;adversaire mène;5;6;-1
44;J1;Pouzauges;USDH;29.433333333333334;29;26;(25.0, 30.0];1;but;louis CALESSE;Pouzauges;12.0;8;12;-4;adversaire mène;5;6;-1
45;J1;Pouzauges;USDH;29.516666666666666;29;31;(25.0, 30.0];1;but;tom BLANCHARD;Pouzauges;24.0;8;13;-5;adversaire mène;5;6;-1
46;J1;Pouzauges;USDH;31.016666666666666;31;1;(30.0, 35.0];2;but;dorian-pierre DONELLI;Pouzauges;21.0;8;14;-6;adversaire mène;6;6;0
47;J1;Pouzauges;USDH;31.566666666666666;31;34;(30.0, 35.0];2;arrêt;louis CALESSE;Pouzauges;12.0;8;14;-6;adversaire mène;6;6;0
48;J1;Pouzauges;USDH;32.36666666666667;32;22;(30.0, 35.0];2;arrêt;louis CALESSE;Pouzauges;12.0;8;14;-6;adversaire mène;6;6;0
49;J1;Pouzauges;USDH;32.5;32;30;(30.0, 35.0];2;arrêt;abel GRENON;USDH;36.0;8;14;-6;adversaire mène;6;6;0
50;J1;Pouzauges;USDH;32.766666666666666;32;46;(30.0, 35.0];2;arrêt;louis CALESSE;Pouzauges;12.0;8;14;-6;adversaire mène;6;6;0
51;J1;Pouzauges;USDH;33.18333333333333;33;11;(30.0, 35.0];2;temps mort d'équipe visiteur; ;USDH;;8;14;-6;adversaire mène;6;6;0
52;J1;Pouzauges;USDH;33.53333333333333;33;32;(30.0, 35.0];2;but;vivien HENNETIER;USDH;33.0;9;14;-5;adversaire mène;6;6;0
53;J1;Pouzauges;USDH;33.916666666666664;33;55;(30.0, 35.0];2;2min;nathan BILLAUD;Pouzauges;14.0;9;14;-5;adversaire mène;6;5;1
54;J1;Pouzauges;USDH;34.13333333333333;34;8;(30.0, 35.0];2;but;theo LANDRY;Pouzauges;11.0;9;15;-6;adversaire mène;6;5;1
55;J1;Pouzauges;USDH;34.56666666666667;34;34;(30.0, 35.0];2;arrêt;louis CALESSE;Pouzauges;12.0;9;15;-6;adversaire mène;6;5;1
56;J1;Pouzauges;USDH;35.166666666666664;35;10;(35.0, 40.0];2;arrêt;abel GRENON;USDH;36.0;9;15;-6;adversaire mène;6;5;1
57;J1;Pouzauges;USDH;35.88333333333333;35;53;(35.0, 40.0];2;but;kevin MANCEAU;USDH;7.0;10;15;-5;adversaire mène;6;5;1
58;J1;Pouzauges;USDH;36.833333333333336;36;50;(35.0, 40.0];2;arrêt;abel GRENON;USDH;36.0;10;15;-5;adversaire mène;6;6;0
59;J1;Pouzauges;USDH;37.0;37;0;(35.0, 40.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;6;6;0
60;J1;Pouzauges;USDH;37.45;37;27;(35.0, 40.0];2;2min;amaury LEMOINE;USDH;21.0;10;15;-5;adversaire mène;5;6;-1
61;J1;Pouzauges;USDH;38.28333333333333;38;17;(35.0, 40.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;5;6;-1
62;J1;Pouzauges;USDH;39.016666666666666;39;1;(35.0, 40.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;5;6;-1
63;J1;Pouzauges;USDH;39.53333333333333;39;32;(35.0, 40.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;6;6;0
64;J1;Pouzauges;USDH;39.7;39;42;(35.0, 40.0];2;2min;lucas HUMEAU;Pouzauges;9.0;10;15;-5;adversaire mène;6;5;1
65;J1;Pouzauges;USDH;39.75;39;45;(35.0, 40.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;6;5;1
66;J1;Pouzauges;USDH;40.65;40;39;(40.0, 45.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;6;5;1
67;J1;Pouzauges;USDH;41.0;41;0;(40.0, 45.0];2;arrêt;abel GRENON;USDH;36.0;10;15;-5;adversaire mène;6;5;1
68;J1;Pouzauges;USDH;41.31666666666667;41;19;(40.0, 45.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;6;5;1
69;J1;Pouzauges;USDH;41.88333333333333;41;53;(40.0, 45.0];2;2min;kevin MANCEAU;USDH;7.0;10;15;-5;adversaire mène;5;6;-1
70;J1;Pouzauges;USDH;42.083333333333336;42;5;(40.0, 45.0];2;arrêt;kevin MANCEAU;USDH;7.0;10;15;-5;adversaire mène;5;6;-1
71;J1;Pouzauges;USDH;42.666666666666664;42;40;(40.0, 45.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;5;6;-1
72;J1;Pouzauges;USDH;43.36666666666667;43;22;(40.0, 45.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;15;-5;adversaire mène;5;6;-1
73;J1;Pouzauges;USDH;43.56666666666667;43;34;(40.0, 45.0];2;but;tom BLANCHARD;Pouzauges;24.0;10;16;-6;adversaire mène;5;6;-1
74;J1;Pouzauges;USDH;44.233333333333334;44;14;(40.0, 45.0];2;arrêt;louis CALESSE;Pouzauges;12.0;10;16;-6;adversaire mène;6;6;0
75;J1;Pouzauges;USDH;44.85;44;51;(40.0, 45.0];2;but;aymeric MORAND;Pouzauges;3.0;10;17;-7;adversaire mène;6;6;0
76;J1;Pouzauges;USDH;45.31666666666667;45;19;(45.0, 50.0];2;but;alexandre COMMEYRAS;USDH;99.0;11;17;-6;adversaire mène;6;6;0
77;J1;Pouzauges;USDH;45.85;45;51;(45.0, 50.0];2;but;lucas HUMEAU;Pouzauges;9.0;11;18;-7;adversaire mène;6;6;0
78;J1;Pouzauges;USDH;46.583333333333336;46;35;(45.0, 50.0];2;arrêt;abel GRENON;USDH;36.0;11;18;-7;adversaire mène;6;6;0
79;J1;Pouzauges;USDH;46.85;46;51;(45.0, 50.0];2;but;brice HANEN;USDH;9.0;12;18;-6;adversaire mène;6;6;0
80;J1;Pouzauges;USDH;47.45;47;27;(45.0, 50.0];2;but;dorian-pierre DONELLI;Pouzauges;21.0;12;19;-7;adversaire mène;6;6;0
81;J1;Pouzauges;USDH;47.6;47;36;(45.0, 50.0];2;arrêt;louis CALESSE;Pouzauges;12.0;12;19;-7;adversaire mène;6;6;0
82;J1;Pouzauges;USDH;47.93333333333333;47;56;(45.0, 50.0];2;arrêt;louis CALESSE;Pouzauges;12.0;12;19;-7;adversaire mène;6;6;0
83;J1;Pouzauges;USDH;48.1;48;6;(45.0, 50.0];2;but;thibaud HUVELIN;Pouzauges;10.0;12;20;-8;adversaire mène;6;6;0
84;J1;Pouzauges;USDH;49.21666666666667;49;13;(45.0, 50.0];2;but;kevin MANCEAU;USDH;7.0;13;20;-7;adversaire mène;6;6;0
85;J1;Pouzauges;USDH;49.88333333333333;49;53;(45.0, 50.0];2;but 7m;thibaud HUVELIN;Pouzauges;10.0;13;21;-8;adversaire mène;6;6;0
86;J1;Pouzauges;USDH;50.516666666666666;50;31;(50.0, 55.0];2;arrêt;jules MOREAU-DUBOS;Pouzauges;99.0;13;21;-8;adversaire mène;6;6;0
87;J1;Pouzauges;USDH;51.083333333333336;51;5;(50.0, 55.0];2;arrêt;abel GRENON;USDH;36.0;13;21;-8;adversaire mène;6;6;0
88;J1;Pouzauges;USDH;51.56666666666667;51;34;(50.0, 55.0];2;arrêt;jules MOREAU-DUBOS;Pouzauges;99.0;13;21;-8;adversaire mène;6;6;0
89;J1;Pouzauges;USDH;52.5;52;30;(50.0, 55.0];2;2min;axel FERCHAUD;Pouzauges;88.0;13;21;-8;adversaire mène;6;5;1
90;J1;Pouzauges;USDH;52.583333333333336;52;35;(50.0, 55.0];2;but 7m;sebastien MADEC;USDH;13.0;14;21;-7;adversaire mène;6;5;1
91;J1;Pouzauges;USDH;53.016666666666666;53;1;(50.0, 55.0];2;but;mathis MONTERREIN;USDH;40.0;15;21;-6;adversaire mène;6;5;1
92;J1;Pouzauges;USDH;53.516666666666666;53;31;(50.0, 55.0];2;arrêt;abel GRENON;USDH;36.0;15;21;-6;adversaire mène;6;5;1
93;J1;Pouzauges;USDH;53.75;53;45;(50.0, 55.0];2;but 7m;thibaud HUVELIN;Pouzauges;10.0;15;22;-7;adversaire mène;6;5;1
94;J1;Pouzauges;USDH;54.083333333333336;54;5;(50.0, 55.0];2;arrêt;jules MOREAU-DUBOS;Pouzauges;99.0;15;22;-7;adversaire mène;6;5;1
95;J1;Pouzauges;USDH;54.666666666666664;54;40;(50.0, 55.0];2;2min;mathis MONTERREIN;USDH;40.0;15;22;-7;adversaire mène;5;6;-1
96;J1;Pouzauges;USDH;55.166666666666664;55;10;(55.0, 60.0];2;but;gaetan LHOPITALLIER;Pouzauges;20.0;15;23;-8;adversaire mène;5;6;-1
97;J1;Pouzauges;USDH;56.1;56;6;(55.0, 60.0];2;arrêt;jules MOREAU-DUBOS;Pouzauges;99.0;15;23;-8;adversaire mène;5;6;-1
98;J1;Pouzauges;USDH;56.81666666666667;56;49;(55.0, 60.0];2;but;remi GUILLON;USDH;93.0;16;23;-7;adversaire mène;6;6;0
99;J1;Pouzauges;USDH;57.266666666666666;57;16;(55.0, 60.0];2;but;nathan BILLAUD;Pouzauges;14.0;16;24;-8;adversaire mène;6;6;0
100;J1;Pouzauges;USDH;57.86666666666667;57;52;(55.0, 60.0];2;but;sebastien MADEC;USDH;13.0;17;24;-7;adversaire mène;6;6;0
101;J1;Pouzauges;USDH;60.0;60;0;(55.0, 60.0];2; ; ; ;;17;24;-7;adversaire mène;6;6;0
102;J2;USDH;Ligné;0.0;0;0;(-0.001, 5.0];1; ; ; ;;0;0;0;égalité;6;6;0
103;J2;USDH;Ligné;0.9666666666666667;0;58;(-0.001, 5.0];1;but;sebastien MADEC;USDH;13.0;1;0;1;USDH mène;6;6;0
104;J2;USDH;Ligné;1.75;1;45;(-0.001, 5.0];1;tir;clement BONDU;Ligné;8.0;1;0;1;USDH mène;6;6;0
105;J2;USDH;Ligné;2.783333333333333;2;47;(-0.001, 5.0];1;but;clement BONDU;Ligné;8.0;1;1;0;égalité;6;6;0
106;J2;USDH;Ligné;3.5;3;30;(-0.001, 5.0];1;tir;sebastien MADEC;USDH;13.0;1;1;0;égalité;6;6;0
107;J2;USDH;Ligné;3.8166666666666664;3;49;(-0.001, 5.0];1;avertissement;clement BONDU;Ligné;8.0;1;1;0;égalité;6;6;0
108;J2;USDH;Ligné;4.733333333333333;4;44;(-0.001, 5.0];1;tir;mathis MONTERREIN;USDH;40.0;1;1;0;égalité;6;6;0
109;J2;USDH;Ligné;5.366666666666666;5;22;(5.0, 10.0];1;but;alexandre COMMEYRAS;USDH;99.0;2;1;1;USDH mène;6;6;0
110;J2;USDH;Ligné;5.666666666666667;5;40;(5.0, 10.0];1;but;theo BENNASAR;Ligné;13.0;2;2;0;égalité;6;6;0
111;J2;USDH;Ligné;6.6;6;36;(5.0, 10.0];1;tir;alexandre COMMEYRAS;USDH;99.0;2;2;0;égalité;6;6;0
112;J2;USDH;Ligné;6.783333333333333;6;47;(5.0, 10.0];1;tir;kevin MANCEAU;USDH;7.0;2;2;0;égalité;6;6;0
113;J2;USDH;Ligné;7.433333333333334;7;26;(5.0, 10.0];1;tir;theo BENNASAR;Ligné;13.0;2;2;0;égalité;6;6;0
114;J2;USDH;Ligné;7.55;7;33;(5.0, 10.0];1;tir;amaury LEMOINE;USDH;21.0;2;2;0;égalité;6;6;0
115;J2;USDH;Ligné;7.733333333333333;7;44;(5.0, 10.0];1;tir;mathis DUPAS;Ligné;10.0;2;2;0;égalité;6;6;0
116;J2;USDH;Ligné;8.1;8;6;(5.0, 10.0];1;but 7m;paul RUIZGARCIA;Ligné;2.0;2;3;-1;adversaire mène;6;6;0
117;J2;USDH;Ligné;8.65;8;39;(5.0, 10.0];1;tir;amaury LEMOINE;USDH;21.0;2;3;-1;adversaire mène;6;6;0
118;J2;USDH;Ligné;9.65;9;39;(5.0, 10.0];1;tir;clement BONDU;Ligné;8.0;2;3;-1;adversaire mène;6;6;0
119;J2;USDH;Ligné;9.8;9;48;(5.0, 10.0];1;tir;alexandre COMMEYRAS;USDH;99.0;2;3;-1;adversaire mène;6;6;0
120;J2;USDH;Ligné;10.583333333333334;10;35;(10.0, 15.0];1;but;clement BONDU;Ligné;8.0;2;4;-2;adversaire mène;6;6;0
121;J2;USDH;Ligné;12.05;12;3;(10.0, 15.0];1;but;amaury LEMOINE;USDH;21.0;3;4;-1;adversaire mène;6;6;0
122;J2;USDH;Ligné;12.733333333333333;12;44;(10.0, 15.0];1;but;nathan DANTO;Ligné;5.0;3;5;-2;adversaire mène;6;6;0
123;J2;USDH;Ligné;12.983333333333333;12;59;(10.0, 15.0];1;tir;alexandre COMMEYRAS;USDH;99.0;3;5;-2;adversaire mène;6;6;0
124;J2;USDH;Ligné;13.95;13;57;(10.0, 15.0];1;2min;theo BENNASAR;Ligné;13.0;3;5;-2;adversaire mène;6;5;1
125;J2;USDH;Ligné;14.1;14;6;(10.0, 15.0];1;tir;sebastien MADEC;USDH;13.0;3;5;-2;adversaire mène;6;5;1
126;J2;USDH;Ligné;14.45;14;27;(10.0, 15.0];1;but;valentin MORIN;Ligné;9.0;3;6;-3;adversaire mène;6;5;1
127;J2;USDH;Ligné;14.9;14;54;(10.0, 15.0];1;tir;remi GUILLON;USDH;93.0;3;6;-3;adversaire mène;6;5;1
128;J2;USDH;Ligné;14.983333333333333;14;59;(10.0, 15.0];1;tir;mathis MONTERREIN;USDH;40.0;3;6;-3;adversaire mène;6;5;1
129;J2;USDH;Ligné;15.233333333333333;15;14;(15.0, 20.0];1;temps mort d'équipe visiteur; ;Ligné;;3;6;-3;adversaire mène;6;5;1
130;J2;USDH;Ligné;15.666666666666666;15;40;(15.0, 20.0];1;tir;mathis DUPAS;Ligné;10.0;3;6;-3;adversaire mène;6;5;1
131;J2;USDH;Ligné;15.983333333333333;15;59;(15.0, 20.0];1;but;remi GUILLON;USDH;93.0;4;6;-2;adversaire mène;6;6;0
132;J2;USDH;Ligné;17.783333333333335;17;47;(15.0, 20.0];1;tir;remi GUILLON;USDH;93.0;4;6;-2;adversaire mène;6;6;0
133;J2;USDH;Ligné;18.35;18;21;(15.0, 20.0];1;but;amaury LEMOINE;USDH;21.0;5;6;-1;adversaire mène;6;6;0
134;J2;USDH;Ligné;19.0;19;0;(15.0, 20.0];1;but;valentin MORIN;Ligné;9.0;5;7;-2;adversaire mène;6;6;0
135;J2;USDH;Ligné;19.066666666666666;19;4;(15.0, 20.0];1;temps mort d'équipe recevant; ;USDH;;5;7;-2;adversaire mène;6;6;0
136;J2;USDH;Ligné;19.6;19;36;(15.0, 20.0];1;tir;sebastien MADEC;USDH;13.0;5;7;-2;adversaire mène;6;6;0
137;J2;USDH;Ligné;19.716666666666665;19;43;(15.0, 20.0];1;tir;nathan DANTO;Ligné;5.0;5;7;-2;adversaire mène;6;6;0
138;J2;USDH;Ligné;20.516666666666666;20;31;(20.0, 25.0];1;but;paul PIERRE;Ligné;7.0;5;8;-3;adversaire mène;6;6;0
139;J2;USDH;Ligné;21.1;21;6;(20.0, 25.0];1;but;mathis MONTERREIN;USDH;40.0;6;8;-2;adversaire mène;6;6;0
140;J2;USDH;Ligné;21.783333333333335;21;47;(20.0, 25.0];1;tir;paul RUIZGARCIA;Ligné;2.0;6;8;-2;adversaire mène;6;6;0
141;J2;USDH;Ligné;22.183333333333334;22;11;(20.0, 25.0];1;avertissement;mathis DUPAS;Ligné;10.0;6;8;-2;adversaire mène;6;6;0
142;J2;USDH;Ligné;22.583333333333332;22;35;(20.0, 25.0];1;but;alexandre COMMEYRAS;USDH;99.0;7;8;-1;adversaire mène;6;6;0
143;J2;USDH;Ligné;23.233333333333334;23;14;(20.0, 25.0];1;but;paul RUIZGARCIA;Ligné;2.0;7;9;-2;adversaire mène;6;6;0
144;J2;USDH;Ligné;24.633333333333333;24;38;(20.0, 25.0];1;avertissement;sebastien MADEC;USDH;13.0;7;9;-2;adversaire mène;6;6;0
145;J2;USDH;Ligné;26.116666666666667;26;7;(25.0, 30.0];1;tir;alexandre COMMEYRAS;USDH;99.0;7;9;-2;adversaire mène;6;6;0
146;J2;USDH;Ligné;26.566666666666666;26;34;(25.0, 30.0];1;tir;mattis BONDU;Ligné;6.0;7;9;-2;adversaire mène;6;6;0
147;J2;USDH;Ligné;26.85;26;51;(25.0, 30.0];1;but;mattis BONDU;Ligné;6.0;7;10;-3;adversaire mène;6;6;0
148;J2;USDH;Ligné;27.783333333333335;27;47;(25.0, 30.0];1;but;amaury LEMOINE;USDH;21.0;8;10;-2;adversaire mène;6;6;0
149;J2;USDH;Ligné;27.883333333333333;27;53;(25.0, 30.0];1;but;amaury LEMOINE;USDH;21.0;9;10;-1;adversaire mène;6;6;0
150;J2;USDH;Ligné;27.983333333333334;27;59;(25.0, 30.0];1;2min;simon PELISSON;USDH;27.0;9;10;-1;adversaire mène;5;6;-1
151;J2;USDH;Ligné;28.1;28;6;(25.0, 30.0];1;tir;paul RUIZGARCIA;Ligné;2.0;9;10;-1;adversaire mène;5;6;-1
152;J2;USDH;Ligné;28.566666666666666;28;34;(25.0, 30.0];1;but;kevin MANCEAU;USDH;7.0;10;10;0;égalité;5;6;-1
153;J2;USDH;Ligné;29.35;29;21;(25.0, 30.0];1;tir;kevin MANCEAU;USDH;7.0;10;10;0;égalité;5;6;-1
154;J2;USDH;Ligné;29.566666666666666;29;34;(25.0, 30.0];1;but;mathis MONTERREIN;USDH;40.0;11;10;1;USDH mène;5;6;-1
155;J2;USDH;Ligné;30.0;30;0;(25.0, 30.0];1;but;valentin MORIN;Ligné;9.0;11;11;0;égalité;6;6;0
156;J2;USDH;Ligné;30.566666666666666;30;34;(30.0, 35.0];2;but;mattis BONDU;Ligné;6.0;11;12;-1;adversaire mène;6;6;0
157;J2;USDH;Ligné;31.55;31;33;(30.0, 35.0];2;tir;alexandre COMMEYRAS;USDH;99.0;11;12;-1;adversaire mène;6;6;0
158;J2;USDH;Ligné;32.083333333333336;32;5;(30.0, 35.0];2;but;clement BONDU;Ligné;8.0;11;13;-2;adversaire mène;6;6;0
159;J2;USDH;Ligné;32.31666666666667;32;19;(30.0, 35.0];2;tir;mathis MONTERREIN;USDH;40.0;11;13;-2;adversaire mène;6;6;0
160;J2;USDH;Ligné;32.86666666666667;32;52;(30.0, 35.0];2;tir;paul PIERRE;Ligné;7.0;11;13;-2;adversaire mène;6;6;0
161;J2;USDH;Ligné;32.9;32;54;(30.0, 35.0];2;2min;valentin MORIN;Ligné;9.0;11;13;-2;adversaire mène;6;5;1
162;J2;USDH;Ligné;33.016666666666666;33;1;(30.0, 35.0];2;tir;alexandre COMMEYRAS;USDH;99.0;11;13;-2;adversaire mène;6;5;1
163;J2;USDH;Ligné;33.71666666666667;33;43;(30.0, 35.0];2;but;alexandre COMMEYRAS;USDH;99.0;12;13;-1;adversaire mène;6;5;1
164;J2;USDH;Ligné;34.516666666666666;34;31;(30.0, 35.0];2;but;paul RUIZGARCIA;Ligné;2.0;12;14;-2;adversaire mène;6;5;1
165;J2;USDH;Ligné;35.68333333333333;35;41;(35.0, 40.0];2;but;clement BONDU;Ligné;8.0;12;15;-3;adversaire mène;6;6;0
166;J2;USDH;Ligné;36.266666666666666;36;16;(35.0, 40.0];2;tir;elwan MESLIN;Ligné;4.0;12;15;-3;adversaire mène;6;6;0
167;J2;USDH;Ligné;36.9;36;54;(35.0, 40.0];2;tir;amaury LEMOINE;USDH;21.0;12;15;-3;adversaire mène;6;6;0
168;J2;USDH;Ligné;37.43333333333333;37;26;(35.0, 40.0];2;but;clement BONDU;Ligné;8.0;12;16;-4;adversaire mène;6;6;0
169;J2;USDH;Ligné;38.3;38;18;(35.0, 40.0];2;tir;alexandre COMMEYRAS;USDH;99.0;12;16;-4;adversaire mène;6;6;0
170;J2;USDH;Ligné;38.78333333333333;38;47;(35.0, 40.0];2;tir;clement BONDU;Ligné;8.0;12;16;-4;adversaire mène;6;6;0
171;J2;USDH;Ligné;39.03333333333333;39;2;(35.0, 40.0];2;temps mort d'équipe recevant; ;USDH;;12;16;-4;adversaire mène;6;6;0
172;J2;USDH;Ligné;39.416666666666664;39;25;(35.0, 40.0];2;tir;sebastien MADEC;USDH;13.0;12;16;-4;adversaire mène;6;6;0
173;J2;USDH;Ligné;40.2;40;12;(40.0, 45.0];2;but;kevin MANCEAU;USDH;7.0;13;16;-3;adversaire mène;6;6;0
174;J2;USDH;Ligné;41.53333333333333;41;32;(40.0, 45.0];2;tir;simon PELISSON;USDH;27.0;13;16;-3;adversaire mène;6;6;0
